id,start_dt,entry_signal_dt,entry_confirm_dt,exit_signal_dt,exit_confirm_dt,ts_start_ns,ts_end_ns,entry_signal_ts_ns,entry_confirm_ts_ns,exit_signal_ts_ns,exit_confirm_ts_ns,symbol,buy_ex,sell_ex,start_spread,max_spread,end_spread,start_diff,max_diff,end_diff,avg_start,avg_end,dur_above_ms,dur_total_ms,start_buy_ask,start_buy_ask_sz,start_buy_ask_usd,start_sell_bid,start_sell_bid_sz,start_sell_bid_usd,end_buy_ask,end_buy_ask_sz,end_buy_ask_usd,end_sell_bid,end_sell_bid_sz,end_sell_bid_usd,avg_spread
43,2026-05-22 15:17:42.840000+00:00,2026-05-22 15:17:42.840000+00:00,2026-05-22 15:17:42.840000+00:00,2026-05-22 15:17:42.854000+00:00,2026-05-22 15:17:42.854000+00:00,1779463062840000000,1779463062854000000,1779463062840000000,1779463062840000000,1779463062854000000,1779463062854000000,LABUSDT,binance,okx,0.410091824908635,0.4257595684447492,0.0890571078704121,0.3264931301812604,0.3421608737173745,0.005458413143037424,0.08359869472737468,0.08359869472737468,1,14,4.4868,252,1130.6736,4.5052,6,27.0312,4.4915,98,440.167,4.4955,5,22.4775,0.08360299003579083
44,2026-05-22 15:17:56.722000+00:00,2026-05-22 15:17:56.722000+00:00,2026-05-22 15:17:56.722000+00:00,2026-05-22 15:17:57.770000+00:00,2026-05-22 15:17:57.770000+00:00,1779463076722000000,1779463077770000000,1779463076722000000,1779463076722000000,1779463077770000000,1779463077770000000,EDENUSDT,binance,okx,0.4868913857677921,0.505334081976421,0.1618727431203975,0.324969141676668,0.3434118378852971,-4.950097072653481e-05,0.161922244091124,0.161922244091124,1036,1048,0.1602,15926,2551.3452,0.16098,1,0.16098,0.16062,11302,1815.32724,0.16088,8,1.28704,0.1619670725874899
45,2026-05-22 15:18:13.191000+00:00,2026-05-22 15:18:13.191000+00:00,2026-05-22 15:18:13.191000+00:00,2026-05-22 15:18:13.210000+00:00,2026-05-22 15:18:13.210000+00:00,1779463093192000000,1779463093210000000,1779463093192000000,1779463093192000000,1779463093210000000,1779463093210000000,BEATUSDT,binance,okx,0.4691898654989115,0.4691898654989115,0.06232471174821284,0.3452468972681875,0.3452468972681875,-0.06161825648251113,0.123942968230724,0.123942968230724,12,18,0.9591,477,457.4907,0.9636,1,0.9636,0.9627,338,325.3926,0.9633,129,124.2657,0.1239494229697067
46,2026-05-22 15:18:19.570000+00:00,2026-05-22 15:18:19.570000+00:00,2026-05-22 15:18:19.570000+00:00,2026-05-22 15:18:21.492000+00:00,2026-05-22 15:18:21.492000+00:00,1779463099570000000,1779463101492000000,1779463099570000000,1779463099570000000,1779463101492000000,1779463101492000000,EDENUSDT,binance,okx,0.5090638192202555,0.5773528681400462,0.1485148514851596,0.3464061113265977,0.4146951602463884,-0.01414285640849808,0.1626577078936577,0.1626577078936577,14,1922,0.16108,284,45.74672,0.1619,2,0.3238,0.1616,6767,1093.5472,0.16184,760,122.9984,0.1627744011589734
47,2026-05-22 15:18:34.685000+00:00,2026-05-22 15:18:34.685000+00:00,2026-05-22 15:18:34.685000+00:00,2026-05-22 15:18:34.704000+00:00,2026-05-22 15:18:34.704000+00:00,1779463114685000000,1779463114704000000,1779463114685000000,1779463114685000000,1779463114704000000,1779463114704000000,LINEAUSDT,binance,okx,0.3208868144690828,0.3794512551080101,0,0.3190766282738338,0.3776410689127611,-0.001810186195249006,0.001810186195249006,0.001810186195249006,14,19,0.003428,666752,2285.625856,0.003439,52,0.178828,0.003427,224488,769.320376,0.003427,2669,9.146663,0.001814893611883844
48,2026-05-22 15:20:12.885000+00:00,2026-05-22 15:20:12.885000+00:00,2026-05-22 15:20:12.885000+00:00,2026-05-22 15:20:12.892000+00:00,2026-05-22 15:20:12.892000+00:00,1779463212885000000,1779463212892000000,1779463212885000000,1779463212885000000,1779463212892000000,1779463212892000000,EIGENUSDT,okx,binance,0.3362151777137398,0.3362151777137398,0,0.336084101585783,0.336084101585783,-0.0001310761279567848,0.0001310761279567848,0.0001310761279567848,1,7,0.2082,996,207.3672,0.2089,4883.8,1020.22582,0.2088,4645,969.8760000000001,0.2088,3861.4,806.2603200000001,0.0001309965989359147
49,2026-05-22 15:20:49.921000+00:00,2026-05-22 15:20:49.921000+00:00,2026-05-22 15:20:49.921000+00:00,2026-05-22 15:20:49.934000+00:00,2026-05-22 15:20:49.934000+00:00,1779463249921000000,1779463249934000000,1779463249921000000,1779463249921000000,1779463249934000000,1779463249934000000,BEATUSDT,okx,binance,0.4074809319820306,0.4074809319820306,0,0.4067079216433528,0.4067079216433528,-0.0007730103386778527,0.0007730103386778527,0.0007730103386778527,6,13,0.9571,27,25.8417,0.961,205,197.005,0.9604,25,24.01,0.9603,232,222.7896,0.0007747037946841252
50,2026-05-22 15:21:04.284000+00:00,2026-05-22 15:21:04.284000+00:00,2026-05-22 15:21:04.284000+00:00,2026-05-22 15:21:04.302000+00:00,2026-05-22 15:21:04.302000+00:00,1779463264284000000,1779463264302000000,1779463264284000000,1779463264284000000,1779463264302000000,1779463264302000000,GRASSUSDT,okx,binance,0.3222836095764301,0.3683241252302004,0,0.3126740997331581,0.3587146153869283,-0.009609509843272024,0.009609509843272024,0.009609509843272024,9,18,0.4344,1001,434.8344,0.4358,500,217.9,0.4355,25,10.8875,0.4353,5722.2,2490.87366,0.009612920802366889
51,2026-05-22 15:21:19.874000+00:00,2026-05-22 15:21:19.874000+00:00,2026-05-22 15:21:19.874000+00:00,2026-05-22 15:21:19.893000+00:00,2026-05-22 15:21:19.893000+00:00,1779463279874000000,1779463279893000000,1779463279874000000,1779463279874000000,1779463279893000000,1779463279893000000,BEATUSDT,okx,binance,0.3442879499217495,0.3964527908189907,0,0.3435166883068366,0.3956815292040777,-0.0007712616149129359,0.0007712616149129359,0.0007712616149129359,13,19,0.9585,5,4.7925,0.9618,1695,1630.251,0.9608,104,99.9232,0.9607,31,29.7817,0.0007752968069152686
52,2026-05-22 15:21:20.399000+00:00,2026-05-22 15:21:20.399000+00:00,2026-05-22 15:21:20.399000+00:00,2026-05-22 15:21:20.422000+00:00,2026-05-22 15:21:20.422000+00:00,1779463280399000000,1779463280422000000,1779463280399000000,1779463280399000000,1779463280422000000,1779463280422000000,SAPIENUSDT,binance,okx,0.340513145391183,0.3484596499564394,0,0.3252153451082145,0.3331618496734708,-0.01529780028296849,0.01529780028296849,0.01529780028296849,6,23,0.12628,26822,3387.08216,0.12671,10,1.2671,0.12638,39,4.92882,0.12636,20,2.5272,0.01530964988700916
53,2026-05-22 15:21:21.345000+00:00,2026-05-22 15:21:21.345000+00:00,2026-05-22 15:21:21.345000+00:00,2026-05-22 15:21:21.400000+00:00,2026-05-22 15:21:21.400000+00:00,1779463281345000000,1779463281400000000,1779463281345000000,1779463281345000000,1779463281400000000,1779463281400000000,SAHARAUSDT,binance,okx,0.4224502112250884,0.4830917874396148,0,0.4058756000553471,0.4665171762698735,-0.01657461116974122,0.01657461116974122,0.01657461116974122,13,55,0.03314,9221,305.58394,0.03328,331,11.01568,0.03313,12412,411.20956,0.03313,3072,101.77536,0.01657462027439024
54,2026-05-22 15:21:34.298000+00:00,2026-05-22 15:21:34.298000+00:00,2026-05-22 15:21:34.298000+00:00,2026-05-22 15:21:34.315000+00:00,2026-05-22 15:21:34.315000+00:00,1779463294298000000,1779463294315000000,1779463294298000000,1779463294298000000,1779463294315000000,1779463294315000000,USELESSUSDT,okx,binance,0.3516174402250355,0.365733577155713,0.02808988764045804,0.3308371491921574,0.3449532861228349,0.007309596607579943,0.0207802910328781,0.0207802910328781,13,17,0.0711,4,0.2844,0.07135,1635,116.65725,0.0712,81,5.7672,0.07122,1804,128.48088,0.02078882674730115
55,2026-05-22 15:22:01.352000+00:00,2026-05-22 15:22:01.352000+00:00,2026-05-22 15:22:01.352000+00:00,2026-05-22 15:22:01.369000+00:00,2026-05-22 15:22:01.369000+00:00,1779463321352000000,1779463321369000000,1779463321352000000,1779463321352000000,1779463321369000000,1779463321369000000,BEATUSDT,binance,okx,0.4845360824742306,0.5258274048871011,0.02054653790836018,0.367951743651529,0.4092430660643995,-0.09603780091434147,0.1165843388227017,0.1165843388227017,11,17,0.97,385,373.45,0.9747,1,0.9747,0.9734,1520,1479.568,0.9736,1,0.9736,0.1165871000349004
56,2026-05-22 15:22:01.669000+00:00,2026-05-22 15:22:01.669000+00:00,2026-05-22 15:22:01.669000+00:00,2026-05-22 15:22:01.689000+00:00,2026-05-22 15:22:01.689000+00:00,1779463321669000000,1779463321689000000,1779463321669000000,1779463321669000000,1779463321689000000,1779463321689000000,BEATUSDT,binance,okx,0.432855817788311,0.5049984540863551,0.08220304151253832,0.3162804285478076,0.3884230648458518,-0.03437234772796505,0.1165753892405034,0.1165753892405034,12,20,0.9703,12,11.6436,0.9745,139,135.4555,0.9732,582,566.4024,0.974,6,5.843999999999999,0.1165775248244723
57,2026-05-22 15:22:02.274000+00:00,2026-05-22 15:22:02.274000+00:00,2026-05-22 15:22:02.274000+00:00,2026-05-22 15:22:02.331000+00:00,2026-05-22 15:22:02.331000+00:00,1779463322274000000,1779463322331000000,1779463322274000000,1779463322274000000,1779463322331000000,1779463322331000000,BEATUSDT,binance,okx,0.5034936292642844,0.6884504726674927,0.1025115325474117,0.3869343887286398,0.5718912321318481,-0.0140477079882329,0.1165592405356446,0.1165592405356446,50,57,0.9732,38,36.9816,0.9781,1,0.9781,0.9755,206,200.953,0.9765,1,0.9765,0.1165707773869926
58,2026-05-22 15:22:02.718000+00:00,2026-05-22 15:22:02.718000+00:00,2026-05-22 15:22:02.718000+00:00,2026-05-22 15:22:02.752000+00:00,2026-05-22 15:22:02.752000+00:00,1779463322718000000,1779463322752000000,1779463322718000000,1779463322718000000,1779463322752000000,1779463322752000000,BEATUSDT,binance,okx,0.4202972834443868,0.6150061500615012,0.1120961989198106,0.3037333374116872,0.4984422040288016,-0.004467747112889067,0.1165639460326996,0.1165639460326996,18,34,0.9755,300,292.65,0.9796,1,0.9796,0.9813,85,83.4105,0.9824,97,95.2928,0.1165691970789777
59,2026-05-22 15:22:03.160000+00:00,2026-05-22 15:22:03.160000+00:00,2026-05-22 15:22:03.160000+00:00,2026-05-22 15:22:03.247000+00:00,2026-05-22 15:22:03.247000+00:00,1779463323160000000,1779463323247000000,1779463323160000000,1779463323160000000,1779463323247000000,1779463323247000000,BEATUSDT,binance,okx,0.426742532005688,0.6291861173127646,0.03039513677811215,0.310182135634253,0.5126257209413296,-0.08616525959332288,0.116560396371435,0.116560396371435,46,87,0.9842,120,118.104,0.9884,1,0.9884,0.987,599,591.213,0.9873,4,3.9492,0.1165681991653591
60,2026-05-22 15:22:03.313000+00:00,2026-05-22 15:22:03.313000+00:00,2026-05-22 15:22:03.313000+00:00,2026-05-22 15:22:03.375000+00:00,2026-05-22 15:22:03.375000+00:00,1779463323313000000,1779463323375000000,1779463323313000000,1779463323313000000,1779463323375000000,1779463323375000000,BEATUSDT,binance,okx,0.6686252659305086,1.023199270590619,0.07051475773143173,0.5520588430009814,0.9066328476610915,-0.04605166519809555,0.1165664229295273,0.1165664229295273,33,62,0.9871,13,12.8323,0.9937,1,0.9937,0.9927,457,453.6639,0.9934,32,31.7888,0.1165725057326619
61,2026-05-22 15:22:04.206000+00:00,2026-05-22 15:22:04.206000+00:00,2026-05-22 15:22:04.206000+00:00,2026-05-22 15:22:04.276000+00:00,2026-05-22 15:22:04.276000+00:00,1779463324206000000,1779463324276000000,1779463324206000000,1779463324206000000,1779463324276000000,1779463324276000000,BEATUSDT,binance,okx,0.4249721744409686,0.556567496458213,0.06053268765133625,0.3084029962980294,0.4399983183152738,-0.056036490491603,0.1165691781429393,0.1165691781429393,21,70,0.9883,188,185.8004,0.9925,1,0.9925,0.9912,181,179.4072,0.9918,2,1.9836,0.1165707883906027
62,2026-05-22 15:22:04.525000+00:00,2026-05-22 15:22:04.525000+00:00,2026-05-22 15:22:04.525000+00:00,2026-05-22 15:22:04.582000+00:00,2026-05-22 15:22:04.582000+00:00,1779463324525000000,1779463324583000000,1779463324525000000,1779463324525000000,1779463324583000000,1779463324583000000,BEATUSDT,binance,okx,0.4250581924906368,0.4351786256451746,0.1213960546282224,0.3084936484954183,0.3186140816499562,0.004831510633003994,0.1165645439952184,0.1165645439952184,7,58,0.9881,22,21.7382,0.9923,5,4.9615,0.9885,90,88.965,0.9897,27,26.7219,0.1165652806288845
63,2026-05-22 15:22:08.597000+00:00,2026-05-22 15:22:08.597000+00:00,2026-05-22 15:22:08.597000+00:00,2026-05-22 15:22:08.706000+00:00,2026-05-22 15:22:08.706000+00:00,1779463328597000000,1779463328706000000,1779463328597000000,1779463328597000000,1779463328706000000,1779463328706000000,BEATUSDT,binance,okx,0.4327261749018789,0.4327261749018789,0.1202404809619217,0.3162473204174808,0.3162473204174808,0.003761626477523677,0.1164788544843981,0.1164788544843981,16,109,0.9937,35,34.7795,0.998,1,0.998,0.998,358,357.284,0.9992,36,35.9712,0.1164832543059729
64,2026-05-22 15:22:08.723000+00:00,2026-05-22 15:22:08.723000+00:00,2026-05-22 15:22:08.723000+00:00,2026-05-22 15:22:09.655000+00:00,2026-05-22 15:22:09.655000+00:00,1779463328723000000,1779463329655000000,1779463328723000000,1779463328723000000,1779463329655000000,1779463329655000000,BEATUSDT,binance,okx,0.4217290892659887,0.4321173751381741,0.01002405773857147,0.3052437625638227,0.3156320484360081,-0.1064612689635946,0.1164853267021661,0.1164853267021661,402,932,0.9959,89,88.6351,1.0001,15,15.0015,0.9976,6,5.9856,0.9977,59,58.8643,0.1165065359951589
65,2026-05-22 15:22:19.565000+00:00,2026-05-22 15:22:19.565000+00:00,2026-05-22 15:22:19.565000+00:00,2026-05-22 15:22:19.580000+00:00,2026-05-22 15:22:19.580000+00:00,1779463339566000000,1779463339581000000,1779463339566000000,1779463339566000000,1779463339581000000,1779463339581000000,BEATUSDT,binance,okx,0.4201260378113416,0.4301290387116105,0.1196530062817918,0.3038572714560873,0.3138602723563562,0.003384239926537524,0.1162687663552543,0.1162687663552543,10,15,0.9997,6,5.998200000000001,1.0039,90,90.351,1.0029,9853,9881.573699999999,1.0041,27,27.1107,0.1162705488153965
66,2026-05-22 15:22:24.152000+00:00,2026-05-22 15:22:24.152000+00:00,2026-05-22 15:22:24.152000+00:00,2026-05-22 15:22:24.181000+00:00,2026-05-22 15:22:24.181000+00:00,1779463344152000000,1779463344181000000,1779463344152000000,1779463344152000000,1779463344181000000,1779463344181000000,BEATUSDT,binance,okx,0.4191616766467047,0.4291417165668633,0.1193792280143123,0.3029539106552381,0.3129339505753966,0.003171462022845697,0.1162077659914666,0.1162077659914666,15,29,1.002,6,6.012,1.0062,1,1.0062,1.0052,591,594.0732,1.0064,141,141.9024,0.1162099449622129
67,2026-05-22 15:22:32.319000+00:00,2026-05-22 15:22:32.319000+00:00,2026-05-22 15:22:32.319000+00:00,2026-05-22 15:22:33.534000+00:00,2026-05-22 15:22:33.534000+00:00,1779463352320000000,1779463353534000000,1779463352320000000,1779463352320000000,1779463353534000000,1779463353534000000,BEATUSDT,binance,okx,0.435471100554232,0.435471100554232,0.1190948789201933,0.3193538864512239,0.3193538864512239,0.002977664817185241,0.1161172141030081,0.1161172141030081,0,1214,1.0104,256,258.6624,1.0148,1,1.0148,1.0076,767,772.8292,1.0088,2,2.0176,0.116098727797481
68,2026-05-22 15:22:45.123000+00:00,2026-05-22 15:22:45.123000+00:00,2026-05-22 15:22:45.123000+00:00,2026-05-22 15:22:45.153000+00:00,2026-05-22 15:22:45.153000+00:00,1779463365123000000,1779463365153000000,1779463365123000000,1779463365123000000,1779463365153000000,1779463365153000000,BEATUSDT,binance,okx,0.4228537712656301,0.5408594748746249,0,0.3070628689728376,0.4250685725818324,-0.1157909022927925,0.1157909022927925,0.1157909022927925,15,30,1.0169,294,298.9686,1.0212,2,2.0424,1.0219,491,501.7529,1.0217,180,183.906,0.1157934084024936
69,2026-05-22 15:22:45.727000+00:00,2026-05-22 15:22:45.727000+00:00,2026-05-22 15:22:45.727000+00:00,2026-05-22 15:22:45.747000+00:00,2026-05-22 15:22:45.747000+00:00,1779463365727000000,1779463365748000000,1779463365727000000,1779463365727000000,1779463365748000000,1779463365748000000,BEATUSDT,binance,okx,0.4332414336352855,0.4332414336352855,0.1178897730621739,0.3174605425575358,0.3174605425575358,0.002108881984424146,0.1157808910777497,0.1157808910777497,7,21,1.0156,144,146.2464,1.02,1,1.02,1.0179,2848,2898.9792,1.0191,17,17.3247,0.1157830020737653
70,2026-05-22 15:22:55.226000+00:00,2026-05-22 15:22:55.226000+00:00,2026-05-22 15:22:55.226000+00:00,2026-05-22 15:22:55.269000+00:00,2026-05-22 15:22:55.269000+00:00,1779463375226000000,1779463375269000000,1779463375226000000,1779463375226000000,1779463375269000000,1779463375269000000,BEATUSDT,binance,okx,0.4213620774130299,0.6957373836354833,0.07794991717820442,0.3055916587337053,0.5799669649561586,-0.03782050150112029,0.1157704186793247,0.1157704186793247,23,43,1.0205,196,200.018,1.0248,10,10.248,1.0263,1672,1715.9736,1.0271,39,40.0569,0.1157740784206257
71,2026-05-22 15:22:55.515000+00:00,2026-05-22 15:22:55.515000+00:00,2026-05-22 15:22:55.515000+00:00,2026-05-22 15:22:56.417000+00:00,2026-05-22 15:22:56.417000+00:00,1779463375515000000,1779463376417000000,1779463375515000000,1779463375515000000,1779463376417000000,1779463376417000000,BEATUSDT,binance,okx,0.4398397028638619,0.4398397028638619,0.06849315068492397,0.3240611819503665,0.3240611819503665,-0.04728537022857142,0.1157785209134954,0.1157785209134954,0,902,1.0231,488,499.2728,1.0276,1,1.0276,1.022,389,397.558,1.0227,5,5.1135,0.1157946870294241
72,2026-05-22 15:23:03.772000+00:00,2026-05-22 15:23:03.772000+00:00,2026-05-22 15:23:03.772000+00:00,2026-05-22 15:23:03.795000+00:00,2026-05-22 15:23:03.795000+00:00,1779463383772000000,1779463383795000000,1779463383772000000,1779463383772000000,1779463383795000000,1779463383795000000,WLDUSDT,okx,binance,0.3728813559322,0.7118644067796579,0,0.3728236918352824,0.7118067426827402,-5.766409691766254e-05,5.766409691766254e-05,5.766409691766254e-05,15,23,0.295,12055,3556.225,0.2961,19,5.6259,0.2975,6364,1893.29,0.2971,6703,1991.4613,6.306324759777604e-05
73,2026-05-22 15:23:05.875000+00:00,2026-05-22 15:23:05.875000+00:00,2026-05-22 15:23:05.875000+00:00,2026-05-22 15:23:06.209000+00:00,2026-05-22 15:23:06.209000+00:00,1779463385875000000,1779463386209000000,1779463385875000000,1779463385875000000,1779463386209000000,1779463386209000000,BEATUSDT,binance,okx,0.4220237511041509,0.431880643894796,0.09807767752058551,0.3062239107835908,0.316080803574236,-0.01772216279997449,0.11579984032056,0.11579984032056,1,334,1.0189,79,80.4931,1.0232,1,1.0232,1.0196,65,66.274,1.0206,5,5.103,0.1158052413650992
74,2026-05-22 15:23:10.720000+00:00,2026-05-22 15:23:10.720000+00:00,2026-05-22 15:23:10.720000+00:00,2026-05-22 15:23:10.739000+00:00,2026-05-22 15:23:10.739000+00:00,1779463390720000000,1779463390739000000,1779463390720000000,1779463390720000000,1779463390739000000,1779463390739000000,SAHARAUSDT,binance,okx,0.3342449103615892,0.3647416413373922,0,0.3169202982307631,0.3474170292065662,-0.01732461213082604,0.01732461213082604,0.01732461213082604,5,19,0.03291,26582,874.81362,0.03302,436,14.39672,0.03289,7233,237.89337,0.03289,1308,43.02012000000001,0.01732666644168927
75,2026-05-22 15:23:19.378000+00:00,2026-05-22 15:23:19.378000+00:00,2026-05-22 15:23:19.378000+00:00,2026-05-22 15:23:19.420000+00:00,2026-05-22 15:23:19.420000+00:00,1779463399378000000,1779463399420000000,1779463399378000000,1779463399378000000,1779463399420000000,1779463399420000000,NIGHTUSDT,binance,okx,0.3325272067714601,0.6367495451788808,0,0.3318112762090603,0.636033614616481,-0.000715930562399831,0.000715930562399831,0.000715930562399831,23,42,0.03308,24037,795.14396,0.03319,30,0.9956999999999999,0.03297,18256,601.90032,0.03297,56,1.84632,0.0007334589021132386
76,2026-05-22 15:24:00.792000+00:00,2026-05-22 15:24:00.792000+00:00,2026-05-22 15:24:00.792000+00:00,2026-05-22 15:24:00.838000+00:00,2026-05-22 15:24:00.838000+00:00,1779463440792000000,1779463440838000000,1779463440792000000,1779463440792000000,1779463440838000000,1779463440838000000,BEATUSDT,binance,okx,0.4326507066628159,0.4326507066628159,0.1152405646787756,0.3180705638594354,0.3180705638594354,0.0006604218753951258,0.1145801428033805,0.1145801428033805,3,46,1.0401,81,84.24810000000001,1.0446,27,28.2042,1.0413,83,86.4279,1.0425,34,35.445,0.1145820027211317
77,2026-05-22 15:24:03.734000+00:00,2026-05-22 15:24:03.734000+00:00,2026-05-22 15:24:03.734000+00:00,2026-05-22 15:24:03.753000+00:00,2026-05-22 15:24:03.753000+00:00,1779463443734000000,1779463443753000000,1779463443734000000,1779463443734000000,1779463443753000000,1779463443753000000,NIGHTUSDT,binance,okx,0.9174311926605555,0.9791921664626708,0,0.9166679224874037,0.978428896289519,-0.0007632701731517562,0.0007632701731517562,0.0007632701731517562,18,19,0.0327,45462,1486.6074,0.033,13,0.429,0.03279,15690,514.4751,0.03265,1520,49.628,0.0007772816999269264
78,2026-05-22 15:24:03.758000+00:00,2026-05-22 15:24:03.758000+00:00,2026-05-22 15:24:03.758000+00:00,2026-05-22 15:24:03.767000+00:00,2026-05-22 15:24:03.767000+00:00,1779463443759000000,1779463443767000000,1779463443759000000,1779463443759000000,1779463443767000000,1779463443767000000,NIGHTUSDT,okx,binance,0.3980404164115069,0.3980404164115069,0,0.3959445401187731,0.3959445401187731,-0.002095876292733892,0.002095876292733892,0.002095876292733892,0,8,0.03266,34,1.11044,0.03279,3050,100.0095,0.03278,59,1.93402,0.03276,5975,195.741,0.002096911228160791
79,2026-05-22 15:24:09.424000+00:00,2026-05-22 15:24:09.424000+00:00,2026-05-22 15:24:09.424000+00:00,2026-05-22 15:24:09.443000+00:00,2026-05-22 15:24:09.443000+00:00,1779463449424000000,1779463449443000000,1779463449424000000,1779463449424000000,1779463449443000000,1779463449443000000,NIGHTUSDT,binance,okx,0.5229160258382144,1.301518438177864,0,0.5221277085433234,1.300730120882973,-0.0007883172948910811,0.0007883172948910811,0.0007883172948910811,18,19,0.03251,10217,332.15467,0.03268,278,9.08504,0.03228,4055,130.8954,0.03209,1602,51.40818,0.0008075511892880379
80,2026-05-22 15:24:09.444000+00:00,2026-05-22 15:24:09.444000+00:00,2026-05-22 15:24:09.444000+00:00,2026-05-22 15:24:09.449000+00:00,2026-05-22 15:24:09.449000+00:00,1779463449444000000,1779463449449000000,1779463449444000000,1779463449444000000,1779463449449000000,1779463449449000000,NIGHTUSDT,binance,okx,0.7441860465116191,0.7441860465116191,0,0.7433784953223311,0.7433784953223311,-0.0008075511892880379,0.0008075511892880379,0.0008075511892880379,3,5,0.03225,7317,235.97325,0.03249,79,2.56671,0.03225,14488,467.238,0.03204,1,0.03204,0.0008050774563607867
81,2026-05-22 15:24:09.449000+00:00,2026-05-22 15:24:09.449000+00:00,2026-05-22 15:24:09.449000+00:00,2026-05-22 15:24:09.454000+00:00,2026-05-22 15:24:09.454000+00:00,1779463449449000000,1779463449454000000,1779463449449000000,1779463449449000000,1779463449454000000,1779463449454000000,NIGHTUSDT,okx,binance,0.4675810473815596,0.4675810473815596,0,0.4654847456021517,0.4654847456021517,-0.002096301779407911,0.002096301779407911,0.002096301779407911,2,5,0.03208,12,0.38496,0.03223,7421,239.17883,0.03229,17,0.54893,0.03221,160,5.153600000000001,0.002097711097826316
82,2026-05-22 15:24:12.365000+00:00,2026-05-22 15:24:12.365000+00:00,2026-05-22 15:24:12.365000+00:00,2026-05-22 15:24:12.398000+00:00,2026-05-22 15:24:12.398000+00:00,1779463452365000000,1779463452398000000,1779463452365000000,1779463452365000000,1779463452398000000,1779463452398000000,BEATUSDT,okx,binance,0.8533747090768176,1.212179984484113,0,0.8525958834744797,1.211401158881776,-0.0007788256023378724,0.0007788256023378724,0.0007788256023378724,29,33,1.0312,40,41.248,1.04,43725,45474,1.0467,94,98.3898,1.0453,1553,1623.3509,0.0007911211991465921
83,2026-05-22 15:26:05.742000+00:00,2026-05-22 15:26:05.742000+00:00,2026-05-22 15:26:05.742000+00:00,2026-05-22 15:26:05.762000+00:00,2026-05-22 15:26:05.762000+00:00,1779463565742000000,1779463565762000000,1779463565742000000,1779463565742000000,1779463565762000000,1779463565762000000,EDENUSDT,binance,okx,0.4755865567533295,0.4755865567533295,0.1520334473584126,0.3023915751189602,0.3023915751189602,-0.02116153427595666,0.1731949816343693,0.1731949816343693,0,20,0.1577,357,56.2989,0.15845,900,142.605,0.15786,311,49.09446,0.1581,277,43.79369999999999,0.1731960703939237
84,2026-05-22 15:26:14.295000+00:00,2026-05-22 15:26:14.295000+00:00,2026-05-22 15:26:14.295000+00:00,2026-05-22 15:26:14.305000+00:00,2026-05-22 15:26:14.305000+00:00,1779463574295000000,1779463574305000000,1779463574295000000,1779463574295000000,1779463574305000000,1779463574305000000,BEATUSDT,binance,okx,0.4872456291201017,0.4872456291201017,0.1143837575064427,0.3768902507167351,0.3768902507167351,0.004028379103076046,0.1103553784033666,0.1103553784033666,3,10,1.0467,190,198.873,1.0518,1,1.0518,1.0491,5,5.2455,1.0503,2,2.1006,0.1103587606900693
85,2026-05-22 15:26:33.291000+00:00,2026-05-22 15:26:33.291000+00:00,2026-05-22 15:26:33.291000+00:00,2026-05-22 15:26:33.334000+00:00,2026-05-22 15:26:33.334000+00:00,1779463593291000000,1779463593334000000,1779463593291000000,1779463593291000000,1779463593334000000,1779463593334000000,JELLYJELLYUSDT,okx,binance,0.3153217715350408,0.3584743332377405,0,0.315185588521345,0.3583381502240447,-0.0001361830136958575,0.0001361830136958575,0.0001361830136958575,28,43,0.06977,36,2.51172,0.06999,157,10.98843,0.06965,22,1.5323,0.06958,1086,75.56388,0.0001463135102019646
86,2026-05-22 15:26:40.090000+00:00,2026-05-22 15:26:40.090000+00:00,2026-05-22 15:26:40.090000+00:00,2026-05-22 15:26:40.116000+00:00,2026-05-22 15:26:40.116000+00:00,1779463600090000000,1779463600116000000,1779463600090000000,1779463600090000000,1779463600116000000,1779463600116000000,BEATUSDT,binance,okx,0.6666666666666566,0.6666666666666566,0.08533232198730663,0.5571274821717727,0.5571274821717727,-0.02420686250757732,0.109539184494884,0.109539184494884,16,26,1.05,236,247.8,1.057,1,1.057,1.0547,920,970.324,1.0556,4,4.2224,0.1095436516711774
87,2026-05-22 15:27:20.522000+00:00,2026-05-22 15:27:20.522000+00:00,2026-05-22 15:27:20.522000+00:00,2026-05-22 15:27:20.560000+00:00,2026-05-22 15:27:20.560000+00:00,1779463640522000000,1779463640560000000,1779463640522000000,1779463640522000000,1779463640560000000,1779463640560000000,BEATUSDT,binance,okx,0.4098360655737889,0.4098360655737889,0.1044535181844175,0.3005564303257838,0.3005564303257838,-0.004826117063587515,0.109279635248005,0.109279635248005,1,38,1.0492,28,29.3776,1.0535,5,5.2675,1.0531,54,56.8674,1.0542,18,18.9756,0.1092759493214422
88,2026-05-22 15:27:30.803000+00:00,2026-05-22 15:27:30.803000+00:00,2026-05-22 15:27:30.803000+00:00,2026-05-22 15:27:32.526000+00:00,2026-05-22 15:27:32.526000+00:00,1779463650803000000,1779463652526000000,1779463650803000000,1779463650803000000,1779463652526000000,1779463652526000000,BEATUSDT,binance,okx,0.4256929334973201,0.4350704624988329,0.1136578897518344,0.3162860812714166,0.3256636102729293,0.004251037525930937,0.1094068522259035,0.1094068522259035,7,1723,1.0571,223,235.7333,1.0616,5,5.308000000000001,1.0558,5,5.279,1.057,20,21.14,0.1094040829357947
